JourneyID,OriginType,Origin,DestinationType,Destination,OutwardDate,OutwardTime,OutwardArrDep,ReturnDate,ReturnTime,ReturnArrDep
Game25329,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25330,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25331,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25332,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25333,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25334,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25335,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25336,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25337,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25338,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25339,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25340,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25341,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25342,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25343,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25344,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25345,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25346,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25347,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25348,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25349,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25350,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25351,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25352,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25353,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25354,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25355,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25356,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25357,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25358,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25359,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25360,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25361,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25362,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25363,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25364,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25365,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25366,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25367,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25368,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25369,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25370,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25371,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25372,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25373,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25374,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25375,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25376,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25377,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25378,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25379,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25380,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25381,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25382,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25383,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25384,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25385,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25386,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25387,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25388,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25389,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25390,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25391,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25392,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25393,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25394,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25395,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25396,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25397,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25398,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25399,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25400,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25401,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25402,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25403,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25404,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25405,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25406,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25407,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25408,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25409,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25410,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25411,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25412,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25413,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25414,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25415,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25416,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25417,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25418,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25419,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25420,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25421,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25422,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25423,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25424,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25425,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25426,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25427,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25428,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25429,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25430,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25431,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25432,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25433,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25434,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25435,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25436,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25437,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25438,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25439,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25440,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25441,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25442,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25443,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25444,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25445,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25446,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25447,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25448,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25449,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25450,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25451,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25452,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25453,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25454,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25455,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25456,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25457,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25458,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25459,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25460,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25461,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25462,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25463,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25464,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25465,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25466,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25467,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25468,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25469,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25470,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25471,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25472,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25473,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25474,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25475,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25476,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25477,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25478,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25479,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25480,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25481,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25482,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25483,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25484,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25485,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25486,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25487,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25488,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25489,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25490,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25491,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25492,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25493,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25494,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25495,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25496,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25497,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25498,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25499,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25500,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25501,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25502,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25503,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25504,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25505,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25506,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25507,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25508,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25509,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25510,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25511,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25512,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25513,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25514,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25515,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25516,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25517,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25518,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25519,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25520,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25521,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25522,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25523,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25524,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25525,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25526,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25527,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25528,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25529,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25530,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25531,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25532,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25533,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25534,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25535,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25536,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25537,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25538,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25539,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25540,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25541,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25542,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25543,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25544,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25545,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25546,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25547,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25548,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25549,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25550,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25551,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25552,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25553,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25554,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25555,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25556,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25557,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25558,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25559,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25560,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25561,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25562,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25563,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25564,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25565,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25566,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25567,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25568,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25569,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25570,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25571,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25572,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25573,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25574,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25575,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25576,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25577,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25578,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25579,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25580,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25581,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25582,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25583,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25584,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25585,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25586,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25587,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25588,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25589,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25590,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25591,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25592,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25593,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25594,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25595,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25596,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25597,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25598,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25599,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25600,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25601,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25602,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25603,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25604,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25605,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25606,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25607,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25608,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25609,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25610,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25611,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25612,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25613,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25614,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25615,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25616,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25617,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25618,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25619,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25620,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25621,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25622,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25623,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25624,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25625,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25626,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25627,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25628,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25629,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25630,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25631,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25632,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25633,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25634,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25635,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25636,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25637,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25638,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25639,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25640,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25641,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25642,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25643,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25644,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25645,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25646,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25647,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25648,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25649,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25650,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25651,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25652,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25653,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25654,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25655,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25656,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25657,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25658,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25659,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25660,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25661,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25662,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25663,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25664,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25665,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25666,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25667,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25668,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25669,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25670,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25671,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25672,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25673,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25674,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25675,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25676,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25677,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25678,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25679,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25680,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25681,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game25682,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game25683,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game25684,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game25685,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game25686,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game25687,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
